idSolicitud;fecha;fechaCompra
63853;29/9/2020;5/9/2020
63854;30/11/2020;12/12/2020
63855;30/6/2020;3/6/2020
63856;29/2/2020;9/5/2020
63857;20/4/2020;9/6/2020
63858;31/8/2020;10/2/2020
63859;25/8/2020;18/1/2020
63860;6/3/2020;26/7/2020
63861;13/6/2020;2/3/2020
63862;5/5/2020;15/9/2020
63863;7/1/2020;27/3/2020
63864;2/12/2020;2/2/2020
63865;2/1/2020;4/4/2020
63866;20/5/2020;19/6/2020
63867;1/9/2020;13/3/2020
63868;6/3/2020;19/7/2020
63869;26/1/2020;6/1/2020
63870;3/7/2020;5/7/2020
63871;26/8/2020;22/12/2020
63872;7/11/2020;23/11/2020
63873;19/7/2020;14/7/2020
63874;13/6/2020;5/4/2020
63875;19/4/2020;28/11/2020
63876;7/8/2020;8/11/2020
63877;6/5/2020;15/10/2020
63878;21/5/2020;26/10/2020
63879;12/10/2020;22/12/2020
63880;3/3/2020;6/3/2020
63881;6/11/2020;2/7/2020
63882;27/11/2020;16/8/2020
63883;27/12/2020;6/4/2020
63884;28/3/2020;2/2/2020
63885;9/1/2020;28/9/2020
63886;1/2/2020;13/7/2020
63887;20/5/2020;12/5/2020
63888;22/12/2020;21/12/2020
63889;17/1/2020;1/1/2020
63890;14/9/2020;20/1/2020
63891;9/11/2020;20/8/2020
63892;19/8/2020;23/11/2020
63893;10/3/2020;25/6/2020
63894;3/5/2020;4/12/2020
63895;18/1/2020;15/8/2020
63896;1/9/2020;18/4/2020
63897;22/8/2020;3/9/2020
63898;1/12/2020;18/8/2020
63899;27/4/2020;17/4/2020
63900;11/7/2020;18/11/2020
63901;18/3/2020;24/7/2020
63902;9/7/2020;26/5/2020
63903;3/2/2020;23/4/2020
63904;7/12/2020;23/11/2020
63905;1/6/2020;30/1/2020
63906;9/8/2020;24/12/2020
63907;12/9/2020;25/4/2020
63908;4/4/2020;6/6/2020
63909;4/3/2020;11/2/2020
63910;17/9/2020;30/3/2020
63911;29/2/2020;6/10/2020
63912;15/11/2020;1/2/2020
63913;30/12/2020;24/12/2020
63914;9/10/2020;3/11/2020
63915;7/2/2020;18/8/2020
63916;8/12/2020;24/8/2020
63917;3/5/2020;24/8/2020
63918;21/3/2020;14/2/2020
63919;10/6/2020;19/11/2020
63920;1/1/2020;25/10/2020
63921;25/3/2020;2/10/2020
63922;25/9/2020;27/12/2020
63923;22/7/2020;2/10/2020
63924;10/3/2020;7/9/2020
63925;20/1/2020;2/11/2020
63926;21/6/2020;17/4/2020
63927;27/1/2020;25/2/2020
63928;11/2/2020;15/11/2020
63929;5/1/2020;2/6/2020
63930;5/7/2020;30/4/2020
63931;2/11/2020;9/10/2020
63932;30/6/2020;1/7/2020
63933;7/12/2020;16/9/2020
63934;6/11/2020;8/8/2020
63935;10/4/2020;28/1/2020
63936;28/5/2020;11/8/2020
63937;10/2/2020;4/1/2020
63938;7/6/2020;6/3/2020
63939;30/9/2020;4/7/2020
63940;25/5/2020;27/9/2020
63941;28/5/2020;3/5/2020
63942;20/6/2020;1/7/2020
63943;21/7/2020;4/9/2020
63944;18/5/2020;2/4/2020
63945;10/8/2020;11/9/2020
63946;4/5/2020;19/10/2020
63947;10/12/2020;29/7/2020
63948;17/1/2020;12/10/2020
63949;5/6/2020;11/10/2020
63950;23/7/2020;17/9/2020
63951;30/7/2020;8/8/2020
63952;24/2/2020;23/4/2020
63953;19/9/2020;11/1/2020
63954;12/5/2020;12/4/2020
63955;8/9/2020;11/11/2020
63956;3/8/2020;28/10/2020
63957;10/11/2020;9/5/2020
63958;27/5/2020;27/12/2020
63959;3/2/2020;29/4/2020
63960;24/3/2020;3/11/2020
63961;4/9/2020;31/8/2020
63962;1/8/2020;19/4/2020
63963;15/9/2020;27/3/2020
63964;5/5/2020;15/10/2020
63965;24/4/2020;20/1/2020
63966;18/6/2020;15/10/2020
63967;24/6/2020;9/12/2020
63968;5/2/2020;27/5/2020
63969;3/3/2020;1/1/2020
63970;12/11/2020;12/11/2020
63971;10/12/2020;27/12/2020
63972;28/9/2020;20/9/2020
63973;5/3/2020;21/2/2020
63974;24/3/2020;3/12/2020
63975;19/10/2020;2/4/2020
63976;23/8/2020;22/2/2020
63977;1/6/2020;19/12/2020
63978;26/12/2020;30/3/2020
63979;19/1/2020;7/12/2020
63980;6/5/2020;25/1/2020
63981;4/4/2020;27/12/2020
63982;14/4/2020;13/5/2020
63983;13/8/2020;5/6/2020
63984;10/8/2020;27/3/2020
63985;30/8/2020;13/12/2020
63986;29/8/2020;14/3/2020
63987;20/2/2020;9/12/2020
63988;5/2/2020;19/8/2020
63989;23/3/2020;13/12/2020
63990;26/8/2020;4/8/2020
63991;16/9/2020;7/2/2020
63992;11/8/2020;26/6/2020
63993;17/5/2020;21/12/2020
63994;1/7/2020;12/3/2020
63995;16/9/2020;27/1/2020
63996;12/10/2020;30/4/2020
63997;1/7/2020;28/7/2020
63998;1/6/2020;8/12/2020
63999;9/11/2020;8/9/2020
64000;21/2/2020;25/9/2020
64001;10/10/2020;10/4/2020
64002;24/9/2020;25/3/2020
64003;21/2/2020;13/3/2020
64004;25/3/2020;5/3/2020
64005;24/10/2020;6/6/2020
64006;7/2/2020;22/4/2020
64007;30/9/2020;24/11/2020
64008;29/1/2020;19/8/2020
64009;30/7/2020;9/10/2020
64010;30/10/2020;30/4/2020
64011;8/2/2020;22/11/2020
64012;25/7/2020;23/3/2020
64013;11/7/2020;6/9/2020
64014;10/12/2020;29/2/2020
64015;24/12/2020;16/5/2020
64016;7/10/2020;8/1/2020
64017;13/3/2020;8/5/2020
64018;24/7/2020;17/7/2020
64019;30/6/2020;27/2/2020
64020;23/12/2020;3/1/2020
64021;6/9/2020;8/7/2020
64022;17/11/2020;6/3/2020
64023;9/9/2020;12/2/2020
64024;13/8/2020;7/12/2020
64025;15/6/2020;22/8/2020
64026;18/5/2020;11/2/2020
64027;28/9/2020;5/5/2020
64028;10/1/2020;19/7/2020
64029;28/12/2020;7/8/2020
64030;1/9/2020;7/10/2020
64031;25/6/2020;28/8/2020
64032;16/7/2020;8/9/2020
64033;3/8/2020;17/6/2020
64034;25/5/2020;23/5/2020
64035;9/3/2020;3/1/2020
64036;1/7/2020;13/12/2020
64037;18/6/2020;19/4/2020
64038;9/12/2020;2/5/2020
64039;18/1/2020;3/5/2020
64040;16/2/2020;11/3/2020
64041;13/6/2020;24/12/2020
64042;19/5/2020;3/7/2020
64043;27/6/2020;1/5/2020
64044;16/3/2020;3/11/2020
64045;11/7/2020;7/8/2020
64046;25/6/2020;9/6/2020
64047;8/11/2020;28/6/2020
64048;26/11/2020;20/11/2020
64049;23/2/2020;14/8/2020
64050;19/10/2020;17/11/2020
64051;6/3/2020;26/12/2020
64052;4/3/2020;1/4/2020
64053;2/12/2020;13/8/2020
64054;26/11/2020;29/9/2020
64055;7/12/2020;15/5/2020
64056;25/8/2020;31/7/2020
64057;17/10/2020;3/4/2020
64058;22/10/2020;18/2/2020
64059;28/6/2020;24/6/2020
64060;24/10/2020;28/1/2020
64061;23/8/2020;6/10/2020
64062;1/1/2020;27/6/2020
64063;27/3/2020;18/10/2020
64064;25/5/2020;29/3/2020
64065;6/4/2020;3/3/2020
64066;6/5/2020;13/1/2020
64067;5/7/2020;30/3/2020
64068;13/6/2020;25/5/2020
64069;7/12/2020;19/6/2020
64070;28/6/2020;15/9/2020
64071;23/9/2020;6/1/2020
64072;24/5/2020;11/7/2020
64073;1/5/2020;22/6/2020
64074;30/10/2020;29/12/2020
64075;17/3/2020;23/3/2020
64076;13/9/2020;18/9/2020
64077;6/1/2020;3/8/2020
64078;26/6/2020;7/1/2020
64079;4/6/2020;12/2/2020
64080;7/12/2020;14/7/2020
64081;29/2/2020;2/1/2020
64082;10/1/2020;24/7/2020
64083;9/4/2020;10/8/2020
64084;2/2/2020;30/8/2020
64085;23/9/2020;24/12/2020
64086;3/3/2020;3/4/2020
64087;10/7/2020;27/12/2020
64088;18/4/2020;30/7/2020
64089;9/11/2020;8/6/2020
64090;16/1/2020;24/10/2020
64091;22/5/2020;5/12/2020
64092;16/4/2020;4/2/2020
64093;10/7/2020;4/10/2020
64094;27/2/2020;7/4/2020
64095;13/9/2020;22/9/2020
64096;1/6/2020;7/10/2020
64097;2/4/2020;28/4/2020
64098;20/3/2020;13/2/2020
64099;12/5/2020;21/1/2020
64100;28/10/2020;30/5/2020
64101;6/7/2020;21/7/2020
64102;23/1/2020;29/3/2020
64103;11/11/2020;8/2/2020
64104;13/10/2020;21/3/2020
64105;3/10/2020;1/9/2020
64106;28/2/2020;19/12/2020
64107;22/5/2020;29/11/2020
64108;20/4/2020;29/3/2020
64109;24/2/2020;5/11/2020
64110;25/4/2020;4/2/2020
64111;29/12/2020;12/1/2020
64112;20/10/2020;12/4/2020
64113;3/9/2020;19/8/2020
64114;27/11/2020;14/2/2020
64115;22/3/2020;30/8/2020
64116;22/2/2020;27/9/2020
64117;15/5/2020;3/8/2020
64118;21/8/2020;24/10/2020
64119;9/4/2020;13/6/2020
64120;23/1/2020;20/5/2020
64121;8/6/2020;5/7/2020
64122;13/9/2020;8/1/2020
64123;8/1/2020;23/4/2020
64124;30/8/2020;10/12/2020
64125;5/8/2020;29/5/2020
64126;23/6/2020;12/10/2020
64127;12/1/2020;10/2/2020
64128;3/1/2020;25/4/2020
64129;3/8/2020;30/10/2020
64130;15/10/2020;28/4/2020
64131;19/11/2020;31/5/2020
64132;24/10/2020;28/10/2020
64133;5/2/2020;1/3/2020
64134;27/4/2020;10/8/2020
64135;14/7/2020;1/3/2020
64136;11/3/2020;14/5/2020
64137;25/1/2020;8/7/2020
64138;25/3/2020;14/6/2020
64139;4/2/2020;26/2/2020
64140;3/3/2020;27/3/2020
64141;15/8/2020;23/5/2020
64142;16/5/2020;11/8/2020
64143;4/8/2020;9/12/2020
64144;28/2/2020;22/9/2020
64145;11/5/2020;11/12/2020
64146;17/2/2020;2/4/2020
64147;26/10/2020;24/2/2020
64148;15/2/2020;22/1/2020
64149;14/8/2020;25/4/2020
64150;30/12/2020;4/7/2020
64151;21/8/2020;10/11/2020
64152;8/1/2020;24/1/2020
64153;10/12/2020;16/3/2020
64154;19/12/2020;29/9/2020
64155;3/4/2020;24/5/2020
64156;17/8/2020;21/5/2020
64157;31/8/2020;4/4/2020
64158;23/3/2020;15/8/2020
64159;5/3/2020;6/7/2020
64160;18/5/2020;30/1/2020
64161;2/1/2020;23/3/2020
64162;4/3/2020;11/7/2020
64163;22/6/2020;16/1/2020
64164;28/3/2020;16/1/2020
64165;10/2/2020;19/9/2020
64166;25/4/2020;15/4/2020
64167;10/9/2020;29/1/2020
64168;23/5/2020;14/6/2020
64169;19/5/2020;4/8/2020
64170;3/11/2020;13/8/2020
64171;20/6/2020;25/2/2020
64172;4/1/2020;16/2/2020
64173;19/7/2020;19/10/2020
64174;17/8/2020;20/4/2020
64175;15/11/2020;29/9/2020
64176;7/7/2020;10/8/2020
64177;21/12/2020;20/2/2020
64178;13/3/2020;24/2/2020
64179;10/7/2020;19/9/2020
64180;12/5/2020;5/8/2020
64181;7/12/2020;5/6/2020
64182;30/5/2020;21/1/2020
64183;26/5/2020;21/3/2020
64184;24/6/2020;16/7/2020
64185;1/4/2020;4/12/2020
64186;20/7/2020;23/4/2020
64187;21/4/2020;30/3/2020
64188;29/11/2020;20/9/2020
64189;21/12/2020;15/8/2020
64190;26/11/2020;9/9/2020
64191;26/5/2020;25/2/2020
64192;30/10/2020;7/8/2020
64193;7/4/2020;26/2/2020
64194;15/12/2020;25/8/2020
64195;10/12/2020;15/10/2020
64196;24/8/2020;30/8/2020
64197;20/4/2020;6/3/2020
64198;27/9/2020;29/6/2020
64199;13/7/2020;22/5/2020
64200;15/12/2020;29/2/2020
64201;23/5/2020;1/2/2020
64202;6/5/2020;4/3/2020
64203;6/8/2020;16/10/2020
64204;6/8/2020;20/11/2020
64205;29/5/2020;11/11/2020
64206;4/4/2020;10/11/2020
64207;25/4/2020;12/1/2020
64208;9/9/2020;8/6/2020
64209;6/9/2020;13/2/2020
64210;16/2/2020;14/8/2020
64211;15/2/2020;4/11/2020
64212;3/11/2020;26/8/2020
64213;15/7/2020;20/2/2020
64214;16/6/2020;8/2/2020
64215;4/5/2020;17/4/2020
64216;7/7/2020;14/3/2020
64217;30/4/2020;6/6/2020
64218;4/4/2020;16/9/2020
64219;7/5/2020;15/2/2020
64220;15/8/2020;20/9/2020
64221;2/11/2020;4/9/2020
64222;13/9/2020;21/8/2020
64223;16/4/2020;12/7/2020
64224;2/11/2020;22/4/2020
64225;19/9/2020;29/5/2020
64226;18/11/2020;1/6/2020
64227;6/9/2020;18/1/2020
64228;8/2/2020;24/1/2020
64229;29/5/2020;16/2/2020
64230;23/9/2020;4/6/2020
64231;21/1/2020;5/9/2020
64232;22/12/2020;4/4/2020
64233;23/10/2020;28/12/2020
64234;18/4/2020;3/10/2020
64235;27/9/2020;4/4/2020
64236;25/5/2020;12/9/2020
64237;28/1/2020;22/4/2020
64238;11/6/2020;24/9/2020
64239;5/10/2020;22/8/2020
64240;9/3/2020;7/5/2020
64241;4/7/2020;16/8/2020
64242;1/10/2020;17/7/2020
64243;7/6/2020;14/9/2020
64244;4/11/2020;3/10/2020
64245;5/1/2020;29/9/2020
64246;20/1/2020;12/2/2020
64247;31/7/2020;2/7/2020
64248;4/10/2020;17/5/2020
64249;4/4/2020;28/2/2020
64250;23/7/2020;23/2/2020
64251;13/11/2020;23/12/2020
64252;25/1/2020;24/7/2020
64253;26/10/2020;1/4/2020
64254;3/9/2020;29/4/2020
64255;3/4/2020;24/11/2020
64256;23/8/2020;7/9/2020
64257;2/6/2020;26/11/2020
64258;1/5/2020;22/5/2020
64259;24/7/2020;7/10/2020
64260;11/4/2020;29/7/2020
64261;8/10/2020;21/2/2020
64262;17/3/2020;26/9/2020
64263;5/1/2020;17/5/2020
64264;15/10/2020;26/9/2020
64265;5/4/2020;25/5/2020
64266;27/2/2020;4/7/2020
64267;25/11/2020;11/11/2020
64268;11/2/2020;21/10/2020
64269;2/8/2020;21/8/2020
64270;5/12/2020;10/12/2020
64271;2/12/2020;2/9/2020
64272;30/5/2020;18/4/2020
64273;19/9/2020;12/12/2020
64274;29/5/2020;27/8/2020
64275;14/8/2020;4/1/2020
64276;19/5/2020;13/3/2020
64277;16/10/2020;19/8/2020
64278;16/1/2020;17/4/2020
64279;18/5/2020;4/7/2020
64280;1/2/2020;26/12/2020
64281;9/1/2020;15/7/2020
64282;26/1/2020;29/5/2020
64283;21/4/2020;27/5/2020
64284;30/5/2020;24/8/2020
64285;1/3/2020;6/6/2020
64286;24/10/2020;7/2/2020
64287;6/2/2020;8/11/2020
64288;2/9/2020;31/1/2020
64289;14/4/2020;26/5/2020
64290;6/9/2020;18/12/2020
64291;21/7/2020;9/2/2020
64292;14/10/2020;6/11/2020
64293;27/6/2020;14/9/2020
64294;15/5/2020;16/4/2020
64295;9/12/2020;28/3/2020
64296;5/11/2020;18/11/2020
64297;24/7/2020;12/2/2020
64298;20/10/2020;6/5/2020
64299;13/12/2020;24/4/2020
64300;15/3/2020;9/12/2020
64301;27/2/2020;2/1/2020
64302;22/1/2020;6/7/2020
64303;15/1/2020;20/5/2020
64304;27/12/2020;27/1/2020
64305;30/5/2020;24/12/2020
64306;15/8/2020;24/2/2020
64307;9/12/2020;24/11/2020
64308;22/8/2020;15/11/2020
64309;26/2/2020;22/1/2020
64310;9/10/2020;23/4/2020
64311;10/11/2020;31/3/2020
64312;31/1/2020;25/4/2020
64313;18/10/2020;18/10/2020
64314;10/5/2020;1/5/2020
64315;19/5/2020;9/5/2020
64316;11/8/2020;25/7/2020
64317;15/10/2020;21/11/2020
64318;26/3/2020;8/3/2020
64319;26/6/2020;16/9/2020
64320;6/6/2020;13/12/2020
64321;16/6/2020;13/10/2020
64322;3/3/2020;12/4/2020
64323;16/2/2020;4/7/2020
64324;19/2/2020;21/11/2020
64325;25/4/2020;27/4/2020
64326;16/8/2020;26/8/2020
64327;12/4/2020;15/2/2020
64328;21/3/2020;15/2/2020
64329;10/9/2020;23/9/2020
64330;29/8/2020;31/12/2020
64331;26/3/2020;12/6/2020
64332;27/2/2020;19/9/2020
64333;19/12/2020;5/5/2020
64334;11/12/2020;12/3/2020
64335;13/6/2020;27/3/2020
64336;15/10/2020;12/3/2020
64337;29/9/2020;19/5/2020
64338;5/2/2020;20/7/2020
64339;7/3/2020;14/4/2020
64340;9/5/2020;2/12/2020
64341;2/8/2020;13/10/2020
64342;9/5/2020;16/6/2020
64343;6/7/2020;14/9/2020
64344;2/3/2020;25/7/2020
64345;16/7/2020;28/8/2020
64346;16/12/2020;25/6/2020
64347;1/7/2020;15/1/2020
64348;8/2/2020;9/12/2020
64349;12/8/2020;7/12/2020
64350;8/10/2020;17/3/2020
64351;9/8/2020;10/5/2020
64352;20/5/2020;12/5/2020
64353;19/7/2020;11/8/2020
64354;20/11/2020;1/1/2020
64355;18/5/2020;10/4/2020
64356;28/6/2020;12/2/2020
64357;17/6/2020;15/10/2020
64358;31/7/2020;18/9/2020
64359;12/1/2020;27/7/2020
64360;25/1/2020;13/5/2020
64361;31/10/2020;21/11/2020
64362;1/6/2020;5/5/2020
64363;7/5/2020;24/3/2020
64364;11/5/2020;11/6/2020
64365;14/10/2020;7/2/2020
64366;7/9/2020;19/5/2020
64367;30/7/2020;23/7/2020
64368;18/6/2020;4/1/2020
64369;13/9/2020;22/11/2020
64370;23/9/2020;19/11/2020
64371;21/3/2020;17/8/2020
64372;26/4/2020;21/12/2020
64373;28/1/2020;1/2/2020
64374;20/6/2020;1/7/2020
64375;4/9/2020;20/5/2020
64376;9/4/2020;31/10/2020
64377;23/5/2020;29/7/2020
64378;27/3/2020;1/3/2020
64379;7/5/2020;3/4/2020
64380;7/10/2020;28/11/2020
64381;20/12/2020;22/10/2020
64382;7/2/2020;25/2/2020
64383;18/9/2020;15/8/2020
64384;22/7/2020;18/8/2020
64385;6/1/2020;16/2/2020
64386;3/7/2020;10/3/2020
64387;28/5/2020;10/12/2020
64388;17/7/2020;23/5/2020
64389;11/12/2020;23/4/2020
64390;15/11/2020;24/10/2020
64391;3/6/2020;1/8/2020
64392;10/3/2020;14/3/2020
64393;26/3/2020;10/10/2020
64394;30/6/2020;22/11/2020
64395;30/4/2020;2/7/2020
64396;14/6/2020;8/11/2020
64397;5/6/2020;29/7/2020
64398;7/3/2020;1/1/2020
64399;21/5/2020;19/5/2020
64400;15/1/2020;2/11/2020
64401;12/11/2020;15/9/2020
64402;31/12/2020;13/2/2020
64403;12/4/2020;11/8/2020
64404;2/5/2020;3/10/2020
64405;17/2/2020;2/6/2020
64406;24/9/2020;4/6/2020
64407;18/6/2020;23/11/2020
64408;14/9/2020;7/2/2020
64409;19/6/2020;3/5/2020
64410;14/9/2020;16/1/2020
64411;8/12/2020;26/8/2020
64412;8/3/2020;19/2/2020
64413;19/12/2020;23/8/2020
64414;19/10/2020;16/9/2020
64415;17/4/2020;14/1/2020
64416;20/12/2020;27/12/2020
64417;23/3/2020;19/6/2020
64418;11/5/2020;4/1/2020
64419;13/4/2020;3/8/2020
64420;25/7/2020;9/7/2020
64421;15/3/2020;18/1/2020
64422;15/6/2020;6/5/2020
64423;9/5/2020;4/12/2020
64424;9/5/2020;6/11/2020
64425;18/12/2020;26/4/2020
64426;17/7/2020;15/12/2020
64427;25/7/2020;20/7/2020
64428;17/10/2020;29/8/2020
64429;8/8/2020;3/2/2020
64430;8/1/2020;9/4/2020
64431;5/12/2020;5/11/2020
64432;4/10/2020;19/4/2020
64433;17/9/2020;10/11/2020
64434;28/5/2020;31/7/2020
64435;30/9/2020;26/1/2020
64436;19/7/2020;18/8/2020
64437;14/4/2020;13/9/2020
64438;10/12/2020;4/7/2020
64439;12/6/2020;5/6/2020
64440;19/4/2020;21/6/2020
64441;22/3/2020;16/7/2020
64442;31/3/2020;31/10/2020
64443;24/2/2020;28/5/2020
64444;13/11/2020;7/9/2020
64445;8/2/2020;28/1/2020
64446;10/11/2020;5/9/2020
64447;25/8/2020;17/4/2020
64448;14/3/2020;8/12/2020
64449;3/11/2020;28/3/2020
64450;3/9/2020;6/4/2020
64451;23/8/2020;28/7/2020
64452;24/2/2020;14/9/2020
64453;28/7/2020;22/8/2020
64454;16/7/2020;18/7/2020
64455;18/8/2020;8/12/2020
64456;16/12/2020;3/9/2020
64457;24/5/2020;19/12/2020
64458;5/3/2020;8/10/2020
64459;1/2/2020;10/8/2020
64460;2/9/2020;8/9/2020
64461;11/11/2020;19/8/2020
64462;19/3/2020;10/6/2020
64463;21/9/2020;15/9/2020
64464;26/2/2020;12/6/2020
64465;15/2/2020;5/7/2020
64466;29/9/2020;7/6/2020
64467;2/1/2020;30/3/2020
64468;7/7/2020;26/7/2020
64469;30/7/2020;20/6/2020
64470;13/6/2020;4/3/2020
64471;3/3/2020;14/8/2020
64472;17/1/2020;13/4/2020
64473;11/12/2020;26/3/2020
64474;17/3/2020;20/7/2020
64475;18/12/2020;11/4/2020
64476;7/1/2020;19/12/2020
64477;18/4/2020;26/1/2020
64478;1/4/2020;18/7/2020
64479;17/5/2020;25/6/2020
64480;3/11/2020;21/11/2020
64481;7/2/2020;14/7/2020
64482;13/3/2020;9/5/2020
64483;28/11/2020;3/2/2020
64484;4/10/2020;14/1/2020
64485;2/11/2020;8/1/2020
64486;16/2/2020;29/11/2020
64487;13/6/2020;12/11/2020
64488;12/4/2020;12/9/2020
64489;30/12/2020;25/5/2020
64490;2/11/2020;4/1/2020
64491;28/3/2020;27/11/2020
64492;3/8/2020;5/3/2020
64493;12/7/2020;25/1/2020
64494;25/6/2020;20/9/2020
64495;30/10/2020;11/11/2020
64496;28/10/2020;12/3/2020
64497;11/8/2020;6/3/2020
64498;22/11/2020;7/4/2020
64499;12/7/2020;5/4/2020
64500;18/7/2020;17/6/2020
64501;12/4/2020;17/11/2020
64502;8/1/2020;8/5/2020
64503;5/5/2020;11/9/2020
64504;31/10/2020;14/2/2020
64505;5/8/2020;7/5/2020
64506;26/8/2020;13/10/2020
64507;27/11/2020;10/4/2020
64508;27/5/2020;23/3/2020
64509;15/7/2020;16/11/2020
64510;20/5/2020;13/2/2020
64511;17/8/2020;27/9/2020
64512;29/10/2020;1/11/2020
64513;2/2/2020;20/9/2020
64514;20/11/2020;22/3/2020
64515;4/2/2020;24/1/2020
64516;17/9/2020;15/3/2020
64517;29/4/2020;6/12/2020
64518;29/7/2020;10/5/2020
64519;24/6/2020;4/9/2020
64520;4/12/2020;17/3/2020
64521;23/1/2020;18/4/2020
64522;23/8/2020;2/2/2020
64523;6/4/2020;12/5/2020
64524;24/10/2020;22/11/2020
64525;2/10/2020;24/1/2020
64526;26/7/2020;1/12/2020
64527;26/1/2020;28/8/2020
64528;25/8/2020;31/10/2020
64529;1/8/2020;10/4/2020
64530;31/8/2020;12/10/2020
64531;22/8/2020;5/8/2020
64532;27/8/2020;25/6/2020
64533;16/10/2020;4/5/2020
64534;6/1/2020;11/10/2020
64535;8/5/2020;6/3/2020
64536;30/11/2020;12/6/2020
64537;16/8/2020;12/7/2020
64538;22/7/2020;28/10/2020
64539;27/8/2020;16/6/2020
64540;3/11/2020;24/6/2020
64541;22/1/2020;23/2/2020
64542;13/7/2020;13/4/2020
64543;15/9/2020;2/9/2020
64544;1/7/2020;9/7/2020
64545;3/1/2020;9/11/2020
64546;9/6/2020;13/4/2020
64547;23/1/2020;28/7/2020
64548;4/10/2020;23/6/2020
64549;7/7/2020;29/12/2020
64550;30/8/2020;9/6/2020
64551;10/12/2020;20/11/2020
64552;20/6/2020;21/10/2020
64553;22/5/2020;16/7/2020
64554;23/2/2020;2/4/2020
64555;3/10/2020;7/9/2020
64556;16/6/2020;14/5/2020
64557;18/11/2020;4/11/2020
64558;3/10/2020;29/5/2020
64559;13/6/2020;24/8/2020
64560;25/10/2020;6/8/2020
64561;16/6/2020;3/2/2020
64562;11/7/2020;10/5/2020
64563;7/11/2020;4/2/2020
64564;9/4/2020;28/12/2020
64565;14/10/2020;2/7/2020
64566;26/11/2020;27/5/2020
64567;31/8/2020;13/9/2020
64568;30/1/2020;4/11/2020
64569;3/6/2020;23/2/2020
64570;17/10/2020;2/3/2020
64571;24/2/2020;14/9/2020
64572;30/4/2020;26/8/2020
64573;20/3/2020;23/1/2020
64574;10/8/2020;27/8/2020
64575;19/10/2020;10/8/2020
64576;28/6/2020;20/9/2020
64577;29/3/2020;24/2/2020
64578;17/8/2020;21/4/2020
64579;30/5/2020;23/4/2020
64580;28/9/2020;27/7/2020
64581;10/12/2020;26/11/2020
64582;18/11/2020;18/1/2020
64583;5/4/2020;13/7/2020
64584;22/7/2020;22/4/2020
64585;4/3/2020;5/3/2020
64586;2/1/2020;6/9/2020
64587;5/2/2020;21/6/2020
64588;29/11/2020;1/10/2020
64589;25/2/2020;23/7/2020
64590;17/5/2020;15/1/2020
64591;17/6/2020;7/7/2020
64592;1/11/2020;7/10/2020
64593;4/8/2020;6/8/2020
64594;5/1/2020;8/6/2020
64595;17/9/2020;27/6/2020
64596;17/10/2020;10/11/2020
64597;17/8/2020;1/4/2020
64598;14/5/2020;18/2/2020
64599;5/2/2020;22/10/2020
64600;22/1/2020;3/7/2020
64601;17/1/2020;3/9/2020
64602;1/11/2020;28/3/2020
64603;17/2/2020;3/8/2020
64604;1/12/2020;20/2/2020
64605;24/9/2020;20/10/2020
64606;8/3/2020;8/7/2020
64607;23/8/2020;12/11/2020
64608;24/10/2020;4/2/2020
64609;26/7/2020;18/7/2020
64610;19/5/2020;8/9/2020
64611;2/1/2020;14/1/2020
64612;7/3/2020;17/4/2020
64613;28/2/2020;9/9/2020
64614;21/11/2020;9/4/2020
64615;9/7/2020;4/11/2020
64616;27/12/2020;20/4/2020
64617;25/12/2020;17/4/2020
64618;27/7/2020;18/8/2020
64619;8/6/2020;21/2/2020
64620;7/8/2020;21/3/2020
64621;19/2/2020;10/5/2020
64622;22/11/2020;1/12/2020
64623;6/3/2020;29/2/2020
64624;29/1/2020;6/5/2020
64625;1/2/2020;1/4/2020
64626;25/1/2020;21/8/2020
64627;22/12/2020;7/8/2020
64628;18/9/2020;18/4/2020
64629;24/11/2020;15/3/2020
64630;7/4/2020;17/7/2020
64631;8/5/2020;8/1/2020
64632;26/2/2020;6/5/2020
64633;14/8/2020;31/3/2020
64634;18/10/2020;20/3/2020
64635;3/4/2020;25/8/2020
64636;18/3/2020;16/3/2020
64637;27/4/2020;10/12/2020
64638;21/6/2020;15/5/2020
64639;14/2/2020;2/9/2020
64640;17/1/2020;17/8/2020
64641;30/8/2020;29/3/2020
64642;12/10/2020;11/2/2020
64643;16/7/2020;1/3/2020
64644;26/5/2020;11/3/2020
64645;13/8/2020;19/3/2020
64646;14/9/2020;10/11/2020
64647;21/12/2020;15/10/2020
64648;9/6/2020;4/9/2020
64649;31/1/2020;25/4/2020
64650;10/9/2020;23/9/2020
64651;29/5/2020;13/10/2020
64652;28/7/2020;7/10/2020
64653;14/9/2020;13/11/2020
64654;28/2/2020;11/7/2020
64655;25/12/2020;22/1/2020
64656;15/8/2020;6/6/2020
64657;10/11/2020;3/10/2020
64658;5/4/2020;22/4/2020
64659;17/4/2020;9/5/2020
64660;28/7/2020;7/7/2020
64661;28/4/2020;29/12/2020
64662;16/5/2020;24/4/2020
64663;4/3/2020;20/9/2020
64664;2/2/2020;13/11/2020
64665;31/1/2020;6/6/2020
64666;27/9/2020;9/9/2020
64667;2/3/2020;25/9/2020
64668;14/9/2020;13/3/2020
64669;13/3/2020;21/5/2020
64670;13/11/2020;24/10/2020
64671;26/7/2020;25/7/2020
64672;15/2/2020;7/6/2020
64673;7/9/2020;16/12/2020
64674;28/11/2020;9/3/2020
